City, Description, Temperature, Humidity, Wind_Speed
Al Baţţālīyah,scattered clouds,306.38,19,5.78
Al Buşur,clear sky,303.13,19,5.14
Al Bahah,clear sky,293.83,56,1.22
Al Arţāwīyah,scattered clouds,302.66,20,8.88
Al ‘Aqīq,clear sky,297.77,57,3.09
Al Awjām,scattered clouds,307.21,29,4.63
Afif,scattered clouds,303,16,6.91
Ad Dilam,overcast clouds,308.38,18,4.45
Ad Dawādimī,overcast clouds,304.79,16,6.43
Ad Darb,clear sky,307.61,34,2.16
Dammam,broken clouds,305.21,48,4.12
Abū ‘Arīsh,clear sky,305.75,47,1.61
Abhā,light rain,291.29,72,0
Abā as Su‘ūd,clear sky,302.43,25,1.12
Ostān-e Tehrān,thunderstorm with light rain,291.28,63,2.06
Āzādshahr,light rain,293.21,82,2.01
Zarand,few clouds,296.48,22,4.31
Zanjan Province,clear sky,282.06,84,2.64
Zanjān,light rain,284.55,79,2.75
Yazd,broken clouds,300.11,21,6.11
Yazd,dust,299.21,31,3.09
Varāmīn,overcast clouds,290.63,50,0.08
Vālānjerd,few clouds,285.23,86,2.13
Torbat-e Ḩeydarīyeh,overcast clouds,295.88,23,4.99
Tonekābon,moderate rain,290.12,95,2.31
Tehran,thunderstorm with light rain,290.94,63,2.06
Hashtpar,light rain,289.48,93,1.86
Tākestān,moderate rain,285.22,88,2.19
Takāb,clear sky,281.32,84,2.71
Taft,dust,297.12,31,3.09
Tafresh,light rain,286.41,66,3.18
Tabriz,light rain,283.85,82,1.03
Tabas,scattered clouds,304.95,10,6.17
Şūfīābād,overcast clouds,296.73,36,4.6
Sonqor,light rain,284.65,83,2.77
Sīrjān,few clouds,294.17,32,2.34
Shūshtar,clear sky,298.63,50,2.58
Susa,clear sky,298.63,45,4.19
Shiraz,broken clouds,296.84,27,5.14
Shajīrāt,clear sky,298.8,36,0.88
Shahr-e Kord,scattered clouds,285.02,66,6.17
Shahr-e Bābak,broken clouds,293.54,29,4.44
Shādegān,overcast clouds,300.12,39,4.08
Semnan Province,overcast clouds,297.4,41,8.85
Semnan,overcast clouds,295.87,38,4.45
Semīrom,clear sky,281.98,74,2.61
Sāveh,scattered clouds,293.81,53,2.32
Sari,overcast clouds,289.92,94,3.09
Sārīmsāqlū,light rain,284.74,77,2.68
Saqqez,clear sky,282.48,77,1.88
Sang Kanī,clear sky,300.15,74,5.14
Sanandij,scattered clouds,282.16,93,0
Salmās,overcast clouds,285.62,59,2.01
Shāhīn Dezh,light rain,283.27,78,2.83
Sabzawār,overcast clouds,299.46,25,1.21
Rūdsar,light rain,290.14,95,2.83
Robāţ Karīm,thunderstorm with rain,290.13,77,4.12
Rāvar,clear sky,301.41,15,10.4
Rasht,light rain,289.13,98,1.55
Rāmshīr,broken clouds,300.01,26,6.15
Rāmhormoz,scattered clouds,301.92,32,2.14
Ramak,thunderstorm with light rain,290,88,2.06
Rafsanjān,scattered clouds,296.46,28,6.51
Qūchān,overcast clouds,292.52,58,2.59
Qorveh,clear sky,283.84,74,5.92
Qom,overcast clouds,295.55,47,1.36
Qeshm,clear sky,300.08,69,2
Qazvin,moderate rain,284.94,94,3.09
Qarah Ẕīā’ od Dīn,overcast clouds,283.63,92,0.98
Qal‘eh-ye Moḩammad ‘Alī Khān,broken clouds,288.7,57,0.44
Farrokh Shahr,scattered clouds,284.74,66,6.17
Qā’en,broken clouds,297.13,20,3.94
Sarpol-e Z̄ahāb,broken clouds,293.87,44,2.51
Pīshvā,overcast clouds,295.04,49,0.3
Piranshahr,scattered clouds,280.19,92,2.87
Pāveh,scattered clouds,286.07,70,2.37
Pārsābād,light rain,285.95,75,7.9
Oshnavīyeh,scattered clouds,282.32,86,2.82
Urmia,scattered clouds,281.9,93,3.09
Omīdīyeh-ye Soflá,scattered clouds,303.82,25,6
Omīdīyeh,scattered clouds,303.82,25,6
Nūrābād,broken clouds,297.69,33,3.08
Nowshahr,broken clouds,290.12,94,6.17
Nowjeh Deh-e Sheykhlar,light rain,281.45,79,2.66
Neyshabur,overcast clouds,299.6,17,8.8
Neyrīz,broken clouds,293.97,34,2.59
Nekā,overcast clouds,289.88,94,3.09
Naz̧arābād,moderate rain,286.6,72,1.16
Naghadeh,scattered clouds,281.98,75,2.43
Namīn,fog,281.38,100,5.14
Nahavand,light rain,286.64,79,2.14
Ḩowẕ-e Sorkh,overcast clouds,297.18,22,5.75
Moḩammadābād,clear sky,296.25,49,3.09
Mīnāb,clear sky,302.81,38,1.65
Mīāndoāb,light rain,283.46,74,2.24
Meybod,broken clouds,300.16,30,3.6
Mahrīz,overcast clouds,297.43,24,2.69
Mehrān,clear sky,299.36,36,3.37
Mazandaran,overcast clouds,287.28,99,1.72
Masjed Soleymān,few clouds,298.64,46,2.54
Bardsīr,clear sky,292.8,30,2.99
Mashhad,clear sky,296.23,49,3.09
Markazi Province,clear sky,288.2,59,1.89
Marand,light rain,285.41,67,3.68
Malāyer,few clouds,285.02,79,5.24
Malārd,light rain,287.05,100,4.12
Maḩmūdābād-e Soflá,scattered clouds,290.68,45,0
Mahabad,light rain,283.35,77,3.94
Ostān-e Lorestān,light rain,286.24,85,2.71
Lāvān,clear sky,303.83,46,4.1
Langarūd,light rain,290,98,0.93
Kūhdasht,scattered clouds,289.6,72,1.63
Ostān-e Kordestān,clear sky,278.59,78,3.31
Kohgiluyeh and Boyer-Ahmad,overcast clouds,296.12,45,2.16
Kīsh,clear sky,302.3,58,3.09
Khowy,overcast clouds,286.16,74,4.99
Khvānsār,scattered clouds,283.32,64,3.12
Khuzestan,clear sky,299.14,34,2.37
Khorramshahr,scattered clouds,301.13,44,3.09
Khorramabad,scattered clouds,287.94,77,1.03
Khomeyn,few clouds,287.56,60,1.82
Khani Yek,light rain,289.32,42,4.34
Khāmeneh,light rain,283.55,71,4.03
Khalkhāl,light rain,279.72,95,2.37
Maḩaleh-ye Khāfī,clear sky,298.52,24,2.69
Ostān-e Kermānshāh,clear sky,289.87,73,1.46
Kermanshah,broken clouds,289.65,67,2.06
Kerman,clear sky,291.19,34,2.1
Kerman,clear sky,295.07,24,4.12
Kāzerūn,light rain,297.99,39,3.61
Kāshmar,overcast clouds,298.45,23,5.65
Kashan,overcast clouds,298.13,37,4.65
Karaj,light rain,286.42,100,4.12
Kangāvar,light rain,284.57,88,1.56
Kāmyārān,light rain,285.12,82,2.74
Kalāteh-ye Karbalā’ī Ḩājjī,clear sky,296.2,14,7.2
Kalāteh-ye Bālī,overcast clouds,285.92,71,1.36
Kalāleh,overcast clouds,293.5,78,0.74
Jūybār,overcast clouds,290.24,89,1.14
Jūraqān,light rain,283.19,93,6.17
Khārk,broken clouds,301.14,64,4.53
Javānrūd,clear sky,285.17,73,1.79
Javādīyeh,broken clouds,304.69,12,1.92
Iran,overcast clouds,298.07,23,5.58
Ilam Province,clear sky,289.89,66,1.8
Īlām,broken clouds,289.75,42,1.03
Hormozgan,clear sky,300.65,39,1.08
Harsīn,light rain,288.6,88,3.39
Hārom,clear sky,293.09,34,2.06
Ostān-e Hamadān,light rain,282.79,93,6.17
Hamadan,light rain,282.64,93,6.17
Gūsheh Shāhzādeh Qāsem,scattered clouds,291.1,45,0
Gorgan,light rain,289.13,100,0
Gonbad-e Kāvūs,light rain,292.38,79,2.84
Gonābād,broken clouds,300.97,17,6.99
Golpāyegān,scattered clouds,288.35,55,1.34
Ostān-e Gīlān,light rain,289.47,99,1.53
Gerīzeh,scattered clouds,283.05,93,0
Gerāsh,few clouds,297.23,29,1.31
Garmsār,light rain,295.31,47,1.86
Bandar-e Genāveh,broken clouds,303.15,46,4.26
Fīsherābād,thunderstorm with light rain,291.23,63,2.06
Fīrūzābād,overcast clouds,295.71,29,2.77
Fareydūnshahr,scattered clouds,280.85,78,3.32
Fereydūnkenār,overcast clouds,291.34,84,1.45
Fasa,clear sky,292.73,34,2.06
Fārsān,scattered clouds,285.17,68,2.66
Fars,overcast clouds,296.28,30,1.73
pamas,light rain,286.49,75,3.77
Esfarāyen,overcast clouds,286.96,43,1.16
Shahrud,moderate rain,289.02,78,1.1
Gachsaran,light rain,299.2,36,8.23
Dezful,clear sky,297.51,49,3.57
Delījān,overcast clouds,292.98,39,3.96
Dehlorān,clear sky,299.4,43,2.55
Dehdasht,broken clouds,297.19,43,2.34
Deh,clear sky,302.29,58,3.09
Sūsangerd,clear sky,301.38,44,3.78
Dārāb,scattered clouds,297.61,29,2.53
Dāmghān,overcast clouds,292.1,59,7.12
Damāvand,light rain,285.71,75,0.36
Jowkān,overcast clouds,285.16,59,5.46
Cheshmeh Kabūd,broken clouds,290.33,42,1.03
Chenārān,overcast clouds,295.86,29,0.72
Chālūs,broken clouds,289.85,94,6.17
Chaharmahal and Bakhtiari Province,scattered clouds,280.52,66,6.17
Bushehr,overcast clouds,303.9,22,4.37
Bushehr,scattered clouds,305.2,25,5.14
Būkān,clear sky,284.6,69,4.5
Borūjerd,scattered clouds,286.06,84,2.79
Borūjen,few clouds,286.51,52,5.23
Borjak,light rain,283.68,76,1.49
Borazjan,overcast clouds,305.84,27,6.42
Bojnourd,light intensity shower rain,288.12,88,4.12
Birjand,clear sky,296.41,14,7.2
Bījār,clear sky,281.12,77,2.36
Barāk,clear sky,298.17,38,0
Bonāb,scattered clouds,284.16,67,3.17
Behshahr,overcast clouds,290.12,95,1.77
Behbahān,broken clouds,300.51,34,4.69
Bāneh,light rain,281,86,3.14
Shenās,clear sky,304.05,38,2.28
Bandar-e Lengeh,clear sky,303.73,43,2.57
Bandar Emām Khomeynī,clear sky,300.15,57,2.06
Bandar-e Anzali,light rain,289.66,94,1.28
Cambarão,clear sky,300.14,74,5.14
Bam,clear sky,301.75,18,4.11
Bahār,light rain,286.57,74,7.59
Bāfq,broken clouds,302.33,18,4.13
Bābolsar,overcast clouds,290.33,83,1.39
Babol,overcast clouds,290.19,89,0.5
Aznā,clear sky,285.85,90,1.67
East Azerbaijan,clear sky,281.61,74,1.5
West Azerbaijan Province,broken clouds,282.35,72,3.78
Hashtrūd,clear sky,281.31,86,2.74
Āstārā,moderate rain,290.8,95,4.44
Āstāneh-ye Ashrafīyeh,light rain,289.45,99,0.82
Asadābād,light rain,285.5,87,4.03
Ardestān,overcast clouds,297.27,37,0.54
Ardakān,broken clouds,298.69,33,3.79
Ardabil,fog,281.9,100,5.14
Arak,clear sky,286.55,72,1.8
Āmol,overcast clouds,289.94,94,0.28
Alvand,light rain,283.45,72,3.31
Shahrīār,light rain,291.31,49,1.08
Aligoodarz,clear sky,283.07,79,2.35
Aleshtar,light rain,286.54,86,3.39
Akbarābād,overcast clouds,296.94,28,2.33
‘Ajab Shīr,light rain,285.66,65,3
Ahvāz,scattered clouds,299.12,47,2.06
Ahvāz,scattered clouds,299.13,47,2.06
Aḩmadābād,scattered clouds,285.55,66,2.47
Ahar,scattered clouds,282.82,86,2
Aghajari,scattered clouds,303.11,25,6.72
Ābyek,moderate rain,288.56,73,0.84
Ābyek,moderate rain,286.23,70,1.23
Abhar,scattered clouds,287.55,65,4.87
Ābdānān,clear sky,292.44,60,0.88
Ābādeh,overcast clouds,291.8,31,10.28
Ābādān,broken clouds,301.13,48,3.39
Saurimo,few clouds,294.7,49,1.51
Lunda Sul Province,scattered clouds,294.08,48,1.42
Lunda Norte,broken clouds,295.44,48,0.89
Lucapa,broken clouds,297.47,47,0.51
Ýpsonas,clear sky,291.52,77,4.12
Gerólakkos,clear sky,290.92,65,5.61
Géri,few clouds,291.08,82,4.12
Xylotymbou,clear sky,292.35,74,1.54
Tséri,few clouds,290.32,82,4.12
Voróklini,clear sky,292.56,75,1.54
Týmvou,few clouds,291.5,82,4.12
Troúlloi,few clouds,291.87,76,4.12
Tríkomo,clear sky,291.86,64,5.75
Tersefánou,clear sky,292.23,76,1.54
Tála,scattered clouds,286.08,91,2.06
Sotíra,clear sky,289.72,77,4.12
Rizokárpaso,clear sky,292.35,76,10.7
Pyrgos,clear sky,290.18,81,2.89
Pýla,clear sky,292.12,74,1.54
Psimolofou,clear sky,289.89,54,3.36
Psevdás,clear sky,291.48,76,1.54
Polis,clear sky,287.75,91,1.46
Pissoúri,clear sky,291.42,78,3.91
Frénaros,clear sky,291.74,70,1.34
Pégeia,clear sky,286.57,92,1.72
Perivólia,clear sky,292.53,77,1.54
Peristeróna,clear sky,290.53,59,4.11
Pérgamos,clear sky,292.31,69,3.49
Péra,clear sky,289.41,51,2.81
Peléndri,clear sky,285.02,57,1.84
Parekklisha,clear sky,290.03,79,2.78
Paralímni,clear sky,291.67,70,1.34
Pafos,scattered clouds,287.7,82,2.06
Paphos,scattered clouds,292.03,72,2.06
Pano Polemidya,clear sky,291.35,77,4.12
Páno Defterá,clear sky,290.07,56,3.67
Panagia,few clouds,291.23,82,4.12
Páchna,clear sky,286.85,75,2.54
Nicosia,clear sky,289.69,54,3.29
Nicosia,few clouds,291.16,82,4.12
Mouttagiáka,clear sky,291.83,72,4.12
Mosfilotí,clear sky,291.12,70,1.03
Mórfou,clear sky,291.64,62,4.95
Mesógi,few clouds,288.1,82,2.06
Meneou,clear sky,292.42,71,1.03
Mámmari,clear sky,290.5,63,5.09
Lythrodóntas,clear sky,289.72,51,2.43
Lýmpia,few clouds,290.82,74,5.66
Livádia,clear sky,292.63,70,1.03
Liopétri,clear sky,292.03,70,1.34
Limassol District,clear sky,289.19,66,2.52
Limassol,clear sky,292.19,72,4.12
Leonariso,clear sky,292.3,74,8.97
Lefkónoiko,clear sky,291.67,63,5.33
Lefka,clear sky,287.08,65,3.67
Larnaka,clear sky,292.34,70,1.34
Larnaca,clear sky,292.6,71,1.03
Lapta,clear sky,291.31,72,7.51
Keryneia,clear sky,290.72,72,6.8
Kyrenia,clear sky,291.9,73,7.91
Kyperoúnta,clear sky,283.8,54,1.75
Kórnos,clear sky,289.8,53,2.79
Kofínou,clear sky,291.58,58,3.29
Kolossi,clear sky,291.86,72,4.12
Kokkinotrimithiá,clear sky,290.56,62,4.86
Klírou,clear sky,288.33,50,2.42
Kíti,clear sky,292.42,71,1.03
Kissonerga,few clouds,289.77,82,2.06
Chlórakas,few clouds,289.64,82,2.06
Káto Pýrgos,clear sky,287.75,71,4.97
Káto Defterá,clear sky,290.23,57,3.84
Kakopetriá,clear sky,284.22,59,1.7
Ammochostos,clear sky,291.14,67,6.52
Famagusta,clear sky,292.13,70,4.44
Erími,clear sky,291.43,72,4.12
Episkopi,clear sky,291.48,72,4.12
Emba,few clouds,289.26,82,2.06
Dhromolaxia,clear sky,292.4,71,1.03
Derýneia,clear sky,291.76,70,1.34
Dáli,few clouds,290.92,82,5.66
Cyprus,clear sky,285.98,50,1.79
Ágios Týchon,clear sky,290.55,79,3.15
Ayia Napa,clear sky,292.19,70,1.34
Avgórou,clear sky,292.13,70,3.64
Áchna,clear sky,292.28,68,3.69
Athíenou,few clouds,291.53,75,5.66
Athalássa,few clouds,291.06,82,5.66
Astromerítis,clear sky,290.92,59,4.13
Asínou,clear sky,285.71,54,2.49
Ergátes,clear sky,289.73,53,3.19
Aradíppou,clear sky,292.31,70,1.03
Aredioú,clear sky,289.21,52,2.9
Alámpra,clear sky,290.82,50,2.5
Akrotiri,clear sky,292.18,72,4.12
Acherítou,clear sky,292.07,70,4.12
Achéleia,few clouds,289.31,82,2.06
Akáki,clear sky,290.58,59,4.26
Prishibinskoye,light rain,286.26,88,3.07
Beylagan Rayon,overcast clouds,285.88,78,5.78
Zangilan Rayon,light rain,285.63,96,1.24
Zangilan,light rain,285.45,96,1.25
Yardımlı,light rain,281.58,98,3.31
Yardymli Rayon,light rain,282.77,98,3.34
Novyy Karanlug,light rain,283.74,91,2.75
Khankendi,light rain,282.61,99,1.62
Əhmədbəyli,overcast clouds,287.85,62,3.74
Shusha,light rain,279.62,99,1.46
Shekyarabad,moderate rain,285.17,87,4.12
Salyan Rayon,overcast clouds,286.3,67,10.25
Salyan,overcast clouds,286.4,69,9.92
Şahbuz,overcast clouds,282.93,92,1.27
Sedarak,overcast clouds,285.13,87,2.76
Sabirabad Rayon,overcast clouds,287.96,59,5.14
Saatly Rayon,overcast clouds,287.57,62,4.46
Qubadlı,light rain,285.3,97,2.12
Qaraçala,overcast clouds,286.46,64,9.46
Bilasuvar Rayon,overcast clouds,286.16,73,6.09
Orjonikidze,overcast clouds,285.61,80,6.62
Ordubad,light rain,286.63,92,3.06
Neftchala Rayon,overcast clouds,287.11,72,8.27
Neftçala,overcast clouds,287.39,74,12.47
Nakhichivan,overcast clouds,284.97,87,4.12
Nakhichevan,moderate rain,285.01,87,4.12
Mincivan,light rain,286.13,97,1.55
Masally,light rain,286.28,92,2.34
Masally,light rain,286.26,90,2.57
Lerik Rayon,light rain,283.08,99,2.83
Lerik,light rain,283.55,99,2.81
Lankaran Rayon,moderate rain,286.48,97,2.47
Lankaran,moderate rain,287.36,91,4.29
Laçın,moderate rain,283.44,98,1.25
Laçın Rayonu,moderate rain,279.67,98,0.5
Qubadli Rayon,light rain,285.25,97,2.16
Qırmızı Bazar,light rain,282.74,98,1.75
Kizhaba,moderate rain,290.76,95,3.8
Khojaly District,light rain,283.62,98,1.95
Xıllı,overcast clouds,286.99,72,10.57
Imishli,light rain,287.01,70,5.01
Imishli Rayon,light rain,286.89,70,5.29
Horadiz,light rain,285.75,86,3.66
Haftoni,light rain,286.69,95,2.56
Hadrut,light rain,282.14,96,2.51
Fizuli Rayon,light rain,284.75,84,3.88
Jabrayil District,light rain,284.38,91,3.32
Jebrail,light rain,283.22,93,3
Jalilabad,overcast clouds,286.01,83,3.91
Julfa,overcast clouds,286.08,83,1.35
Jalilabad,light rain,285.88,85,3.68
Boradigah,light rain,287.17,93,2.31
Pushkino,overcast clouds,286.26,73,5.58
Severo-Vostotchnyi Bank,overcast clouds,287.33,74,12.51
Astara,moderate rain,287.14,99,2.68
Astara,moderate rain,287.2,93,4.96
Xocalı Rayonu,light rain,282.83,99,1.65
Askyaran,light rain,283.74,97,2.17
Şirvan,overcast clouds,286.95,62,8.24
Aghjabadi Rayon,overcast clouds,286.39,77,3.92
Aghdam Rayon,light rain,284.24,92,3.52
Ağdam,light rain,284.03,94,2.91
Kagera,overcast clouds,290.97,82,1.25
Zanzibar Urban/West,broken clouds,298.56,84,4.23
Zanzibar Central/South,broken clouds,299.44,81,4.63
Zanzibar,broken clouds,299.02,83,4.98
Wete,overcast clouds,299.47,80,5.49
Vwawa,broken clouds,287.22,91,2.2
Vikindu,overcast clouds,296.7,91,2.39
Uyovu,overcast clouds,292.34,81,1.25
Uwelini,overcast clouds,300.42,78,7.88
Uvinza,overcast clouds,293.39,78,0.76
Utete,overcast clouds,295.48,93,1.16
Usoke,overcast clouds,292.91,70,1.73
Ushirombo,overcast clouds,292.91,78,0.73
Usevya,overcast clouds,293.62,70,1.29
Usagara,overcast clouds,294.58,69,1.52
Usa River,broken clouds,291.33,87,1.61
Urambo,overcast clouds,293.17,71,1.41
Ulenje,broken clouds,286.35,94,1.81
Ujiji,broken clouds,296.64,76,1.37
Tunduma,few clouds,286.36,93,2.79
Tumbi,overcast clouds,293.08,68,1.79
Tukuyu,scattered clouds,288.02,94,0.84
Tinde,overcast clouds,293.73,66,1.55
Tarime,overcast clouds,291.08,94,1.69
Tanzania,overcast clouds,293.72,67,0.49
Tanga,few clouds,293.12,94,1.12
Tanga,light rain,298.45,86,4.86
Tabora,overcast clouds,292.96,69,1.76
Tabora,overcast clouds,292.82,67,1.88
Sumbawanga,broken clouds,287.83,88,1.33
Soni,scattered clouds,289.75,93,1
Songwa,overcast clouds,294.39,65,2.72
Somanda,overcast clouds,292.86,65,2.9
Sokoni,broken clouds,300.6,79,6.96
Sirari,overcast clouds,290.94,90,2.16
Singida,overcast clouds,290.1,73,2.67
Singida,overcast clouds,289.94,79,2.77
Sikonge,overcast clouds,292.84,68,1.77
Shinyanga,overcast clouds,293.17,69,1.97
Shinyanga,overcast clouds,294.85,64,2.29
Shelui,overcast clouds,294.11,67,3.1
Sepuka,overcast clouds,290.46,75,2.59
Sea View,overcast clouds,298.2,85,2.95
Same,broken clouds,293.17,85,1.59
Rulenge,overcast clouds,290.22,92,1.38
Rukwa,broken clouds,293.73,76,1.85
Rujewa,overcast clouds,294.72,64,4.32
Regeza Mwendo,broken clouds,299.21,82,4.83
Pwani Region,overcast clouds,294.63,97,1.7
Puma,overcast clouds,289.43,76,2.98
Poli,broken clouds,288.5,90,1.56
Pemba South,overcast clouds,299.88,79,6.68
Pemba North,overcast clouds,299.85,80,6.13
Pangani,scattered clouds,298.53,85,4.77
Old Shinyanga,overcast clouds,294.3,65,2.72
Nzega,overcast clouds,292.89,66,2.58
Nyanguge,overcast clouds,295.75,67,3.04
Nyamuswa,overcast clouds,290.62,92,1.46
Nyalikungu,overcast clouds,292.08,66,2.63
Nyakato,overcast clouds,292.56,82,2.05
Nyakahanga,overcast clouds,288.7,90,1.48
Nyakabindi,overcast clouds,293.34,73,2.06
Nsunga,overcast clouds,291.02,94,1.22
Nshamba,overcast clouds,290.82,80,1.96
Nkove,broken clouds,296.42,76,1.76
Nkoaranga,broken clouds,288.5,90,1.56
Njombe,overcast clouds,286.26,96,2.38
Nguruka,overcast clouds,292.9,74,1.34
Ngudu,overcast clouds,293.02,71,2.33
Ngorongoro,broken clouds,284.65,88,1.71
Ngerengere,overcast clouds,294.58,93,0.72
Ngara,overcast clouds,287.48,94,1.42
Nganane,broken clouds,300.41,79,6.68
Ndungu,broken clouds,295,88,1.19
Nduli,overcast clouds,291.34,79,3.3
Ndago,overcast clouds,291.28,71,3.38
Nansio,overcast clouds,297.74,68,2.86
Nangwa,overcast clouds,286.33,89,2.06
Namanyere,broken clouds,289.45,87,2.05
Namanga,overcast clouds,293.12,74,1.5
Nakatunguru,overcast clouds,297.55,69,2.94
Naberera,broken clouds,289.12,95,3.03
Mwembe,broken clouds,292.36,86,1.37
Mwaya,scattered clouds,295.11,81,1.68
Mwanza,overcast clouds,294.02,73,1.81
Mwanza,overcast clouds,295.96,68,1.44
Mwanga,scattered clouds,294.64,94,1.83
Mwadui,overcast clouds,293.93,64,2.48
Mvomero,broken clouds,295.61,96,1.59
Musoma,light rain,293.72,88,4.05
Muriti,light rain,297.49,71,2.87
Mungaa,overcast clouds,288.8,80,2.01
Muleba,overcast clouds,294.05,75,2.6
Muheza,scattered clouds,295.77,91,1.95
Mugumu,overcast clouds,290.11,93,1.44
Mugango,overcast clouds,293.56,87,3.29
Mtwango,overcast clouds,287.83,88,3.56
Mto wa Mbu,overcast clouds,293.39,80,0.59
Mtinko,overcast clouds,289.55,77,3.11
Mtimbira,broken clouds,294.84,89,1.08
Mtambile,overcast clouds,300.41,78,7.61
Msowero,overcast clouds,294.06,88,0.94
Msanga,overcast clouds,291.98,84,2.18
Mpwapwa,overcast clouds,290.79,93,2.12
Mpanda,overcast clouds,292.85,78,0.8
Moshi,broken clouds,293.36,87,0.16
Morogoro,scattered clouds,295.08,86,1.34
Morogoro,overcast clouds,294.05,85,0.8
Monduli,overcast clouds,289.89,82,2.96
Mlowo,broken clouds,287.46,88,2.01
Mlimba,broken clouds,295.82,83,1.37
Mlangali,scattered clouds,286.35,94,2.19
Mlandizi,overcast clouds,295.82,96,1.4
Mlalo,scattered clouds,296.04,90,2.67
Mkwanga,overcast clouds,296.05,93,1.66
Mkokotoni,scattered clouds,298.62,86,5.08
Mwandiga,broken clouds,296.18,76,1.38
Misungwi,overcast clouds,294.25,71,1.9
Misasi,overcast clouds,293.63,73,2.36
Mikumi,broken clouds,293.12,87,1.16
Micheweni,overcast clouds,300.23,80,6.81
Mhango,overcast clouds,292.75,75,1.8
Mgandu,overcast clouds,290.34,74,2.53
Mbumi,overcast clouds,296.56,93,1.05
Mbulu,overcast clouds,287.4,84,3.14
Mbuguni,broken clouds,292.66,86,1.73
Mbeya,scattered clouds,292.64,85,1.92
Mbeya,scattered clouds,287.2,96,2.43
Mazinde,scattered clouds,294.21,94,1.85
Matui,scattered clouds,291.62,94,1.92
Matonga,overcast clouds,292.11,82,1.53
Matamba,broken clouds,286.47,92,1.98
Matai,broken clouds,287.59,94,2.15
Maswa,overcast clouds,293.37,72,2.2
Masumbwe,overcast clouds,292.85,77,0.12
Masoko,scattered clouds,291.24,90,1.34
Masiwani,light rain,297.67,88,4.17
Masama,broken clouds,290.68,87,0.64
Marwa,broken clouds,295.12,81,3.69
Marombosa,broken clouds,290.11,88,2.37
Mara,overcast clouds,290.24,93,1.96
Maramba,few clouds,290.92,91,1.23
Maneromango,overcast clouds,293.68,96,1.76
Malya,overcast clouds,292.65,73,2.36
Malinyi,broken clouds,295.16,91,0.84
Malangali,broken clouds,290.77,84,5.12
Malampaka,overcast clouds,292.92,70,2.51
Makuyuni,scattered clouds,294.15,92,1.99
Makungu,scattered clouds,289.1,96,0.75
Makumbako,overcast clouds,288.41,88,3.91
Makanya,broken clouds,294.05,86,2.03
Majengo,light rain,296.26,92,2.82
Mahonda,broken clouds,300.67,79,6.75
Mahenge,broken clouds,292.13,74,0.88
Mahanje,broken clouds,290.77,89,1.31
